city,country,iso2,latitude,longitude,time_zone,population
Bucharest,Romania,RO,44.4134,26.0978,Europe/Bucharest,2412530
Cluj-Napoca,Romania,RO,46.7689,23.5907,Europe/Bucharest,286598
Iaşi,Romania,RO,47.1622,27.5889,Europe/Bucharest,271692
Constanţa,Romania,RO,44.1733,28.6383,Europe/Bucharest,263707
Timişoara,Romania,RO,45.7597,21.23,Europe/Bucharest,250849
Braşov,Romania,RO,45.6522,25.6106,Europe/Bucharest,237589
Craiova,Romania,RO,44.3333,23.8167,Europe/Bucharest,234140
Galaţi,Romania,RO,45.4233,28.0425,Europe/Bucharest,217851
Oradea,Romania,RO,47.0722,21.9211,Europe/Bucharest,183105
Ploieşti,Romania,RO,44.9411,26.0225,Europe/Bucharest,180539
Brăila,Romania,RO,45.2692,27.9575,Europe/Bucharest,154686
Arad,Romania,RO,46.1667,21.3167,Europe/Bucharest,145078
Piteşti,Romania,RO,44.8667,24.8833,Europe/Bucharest,141275
Bacău,Romania,RO,46.5833,26.9167,Europe/Bucharest,136087
Sibiu,Romania,RO,45.8,24.15,Europe/Bucharest,134308
Suceava,Romania,RO,47.6514,26.2556,Europe/Bucharest,119694
Târgu-Mureş,Romania,RO,46.5497,24.5597,Europe/Bucharest,116033
Baia Mare,Romania,RO,47.6567,23.5719,Europe/Bucharest,108759
Buzău,Romania,RO,45.1517,26.8167,Europe/Bucharest,103481
Râmnicu Vâlcea,Romania,RO,45.1047,24.3756,Europe/Bucharest,93151
Satu Mare,Romania,RO,47.79,22.89,Europe/Bucharest,91520
Botoşani,Romania,RO,47.7486,26.6694,Europe/Bucharest,90010
Drobeta-Turnu Severin,Romania,RO,44.6361,22.6556,Europe/Bucharest,79865
Piatra Neamţ,Romania,RO,46.9275,26.3708,Europe/Bucharest,79679
Bistriţa,Romania,RO,47.1333,24.4833,Europe/Bucharest,78877
Belgrade,Serbia,RS,44.8178,20.4569,Europe/Belgrade,1298661
Novi Sad,Serbia,RS,45.2644,19.8317,Europe/Belgrade,325511
Niš,Serbia,RS,43.3192,21.8961,Europe/Belgrade,183164
Zemun,Serbia,RS,44.85,20.4,Europe/Belgrade,177908
Kragujevac,Serbia,RS,44.0101,20.9172,Europe/Belgrade,150623
Subotica,Serbia,RS,46.1002,19.6653,Europe/Belgrade,105681
Šabac,Serbia,RS,44.7558,19.6939,Europe/Belgrade,105432
Smederevo,Serbia,RS,44.6633,20.9289,Europe/Belgrade,97930
Valjevo,Serbia,RS,44.2708,19.8866,Europe/Belgrade,90312
Pančevo,Serbia,RS,44.8739,20.6519,Europe/Belgrade,73401
Sremska Mitrovica,Serbia,RS,44.9661,19.6106,Europe/Belgrade,72580
Stara Pazova,Serbia,RS,44.9833,20.1667,Europe/Belgrade,71931
Čačak,Serbia,RS,43.8914,20.3497,Europe/Belgrade,71883
Požarevac,Serbia,RS,44.62,21.1897,Europe/Belgrade,68648
Zrenjanin,Serbia,RS,45.3778,20.3861,Europe/Belgrade,67129
Kraljevo,Serbia,RS,43.7234,20.687,Europe/Belgrade,66688
Novi Pazar,Serbia,RS,43.15,20.5167,Europe/Belgrade,66527
Leskovac,Serbia,RS,42.9981,21.9461,Europe/Belgrade,60288
Užice,Serbia,RS,43.85,19.85,Europe/Belgrade,59747
Kruševac,Serbia,RS,43.5833,21.3267,Europe/Belgrade,58745
Vranje,Serbia,RS,42.5542,21.8972,Europe/Belgrade,55214
Lazarevac,Serbia,RS,44.3828,20.2583,Europe/Belgrade,55146
Ruma,Serbia,RS,45.0031,19.8289,Europe/Belgrade,54339
Paraćin,Serbia,RS,43.8667,21.4167,Europe/Belgrade,54267
Mladenovac,Serbia,RS,44.445,20.6981,Europe/Belgrade,52071
Moscow,Russia,RU,55.7506,37.6175,Europe/Moscow,17332000
Saint Petersburg,Russia,RU,59.95,30.3167,Europe/Moscow,5601911
Novosibirsk,Russia,RU,55.0333,82.9167,Asia/Novosibirsk,1637266
Yekaterinburg,Russia,RU,56.8356,60.6128,Asia/Yekaterinburg,1468833
Kazan,Russia,RU,55.7908,49.1144,Europe/Moscow,1329825
Nizhniy Novgorod,Russia,RU,56.3269,44.0075,Europe/Moscow,1198245
Chelyabinsk,Russia,RU,55.15,61.4,Asia/Yekaterinburg,1176770
Krasnodar,Russia,RU,45.0333,38.9833,Europe/Moscow,1154885
Samara,Russia,RU,53.1833,50.1167,Europe/Samara,1154223
Ufa,Russia,RU,54.7261,55.9475,Asia/Yekaterinburg,1144809
Rostov,Russia,RU,47.2225,39.71,Europe/Moscow,1143123
Omsk,Russia,RU,54.9667,73.3833,Asia/Omsk,1101367
Krasnoyarsk,Russia,RU,56.0089,92.8719,Asia/Krasnoyarsk,1092851
Voronezh,Russia,RU,51.6717,39.2106,Europe/Moscow,1041722
Perm,Russia,RU,58.0139,56.2489,Asia/Yekaterinburg,1027518
Volgograd,Russia,RU,48.7086,44.5147,Europe/Volgograd,1012219
Tyumen,Russia,RU,57.15,65.5333,Asia/Yekaterinburg,872077
Saratov,Russia,RU,51.53,46.035,Europe/Saratov,838042
Tolyatti,Russia,RU,53.5167,49.4167,Europe/Samara,662683
Makhachkala,Russia,RU,42.9825,47.505,Europe/Moscow,662660
Barnaul,Russia,RU,53.3567,83.7872,Asia/Barnaul,621598
Izhevsk,Russia,RU,56.85,53.2167,Europe/Samara,616297
Khabarovsk,Russia,RU,48.4833,135.0667,Asia/Vladivostok,615600
Ulyanovsk,Russia,RU,54.3167,48.3667,Europe/Ulyanovsk,612516
Irkutsk,Russia,RU,52.2892,104.28,Asia/Irkutsk,605708
Kigali,Rwanda,RW,-1.9525,30.115,Africa/Kigali,1745555
Muhanga,Rwanda,RW,-2.0842,29.7514,Africa/Kigali,319141
Ruhengeri,Rwanda,RW,-1.4944,29.6417,Africa/Kigali,153368
Gitarama,Rwanda,RW,-2.0761,29.7551,Africa/Kigali,87613
Kabarore,Rwanda,RW,-1.6183,30.385,Africa/Kigali,71769
Cyuve,Rwanda,RW,-1.471,29.659,Africa/Kigali,62179
Gisenyi,Rwanda,RW,-1.6928,29.25,Africa/Kigali,53603
Rutongo,Rwanda,RW,-1.8442,30.1931,Africa/Kigali,50000
Gahini,Rwanda,RW,-1.8417,30.4836,Africa/Kigali,46009
Gatunda,Rwanda,RW,-1.435,30.0211,Africa/Kigali,41000
Bugarama,Rwanda,RW,-2.6975,29.0067,Africa/Kigali,40276
Kabuga,Rwanda,RW,-1.9765,30.2247,Africa/Kigali,40202
Byumba,Rwanda,RW,-1.5794,30.0694,Africa/Kigali,36401
Ndora,Rwanda,RW,-2.6033,29.8336,Africa/Kigali,30171
Rilima,Rwanda,RW,-2.1597,30.2258,Africa/Kigali,28342
Zaza,Rwanda,RW,-2.1595,30.4056,Africa/Kigali,27836
Musha,Rwanda,RW,-1.9158,30.3419,Africa/Kigali,27525
Cyangugu,Rwanda,RW,-2.4833,28.8967,Africa/Kigali,27416
Murambi,Rwanda,RW,-1.8133,30.0456,Africa/Kigali,27283
Nyanza,Rwanda,RW,-2.3517,29.7508,Africa/Kigali,25417
Buyoga,Rwanda,RW,-1.6897,30.0153,Africa/Kigali,24721
Shyorongi,Rwanda,RW,-1.8539,29.9689,Africa/Kigali,23266
Kayonza,Rwanda,RW,-1.9456,30.5203,Africa/Kigali,21482
Butare,Rwanda,RW,-2.6,29.75,Africa/Kigali,19937
Rwamagana,Rwanda,RW,-1.9525,30.4378,Africa/Kigali,18009
Riyadh,Saudi Arabia,SA,24.65,46.71,Asia/Riyadh,7237000
Jeddah,Saudi Arabia,SA,21.5428,39.1728,Asia/Riyadh,4697000
Mecca,Saudi Arabia,SA,21.4225,39.8261,Asia/Riyadh,2427924
Ad Dammām,Saudi Arabia,SA,26.4333,50.1,Asia/Riyadh,1532326
Medina,Saudi Arabia,SA,24.47,39.61,Asia/Riyadh,1411599
Khamīs Mushayţ,Saudi Arabia,SA,18.3,42.7333,Asia/Riyadh,1353000
Tabūk,Saudi Arabia,SA,28.3972,36.5789,Asia/Riyadh,886036
Buraydah,Saudi Arabia,SA,26.3333,43.9667,Asia/Riyadh,467410
Ḩafr al Bāţin,Saudi Arabia,SA,28.4342,45.9636,Asia/Riyadh,389993
Al Jubayl,Saudi Arabia,SA,27.0,49.6667,Asia/Riyadh,378949
Ḩā’il,Saudi Arabia,SA,27.5167,41.6833,Asia/Riyadh,310897
Yanbu‘,Saudi Arabia,SA,24.0883,38.0582,Asia/Riyadh,298675
Najrān,Saudi Arabia,SA,17.4917,44.1322,Asia/Riyadh,298288
Al Kharj,Saudi Arabia,SA,24.1483,47.305,Asia/Riyadh,295462
Al Qunfudhah,Saudi Arabia,SA,19.1264,41.0789,Asia/Riyadh,272424
‘Unayzah,Saudi Arabia,SA,26.084,43.994,Asia/Riyadh,250000
Sakākā,Saudi Arabia,SA,29.9697,40.2,Asia/Riyadh,241669
Abhā,Saudi Arabia,SA,18.2167,42.5,Asia/Riyadh,236157
Muḩāyil,Saudi Arabia,SA,18.5464,42.0489,Asia/Riyadh,228979
Şabyā,Saudi Arabia,SA,17.149,42.6259,Asia/Riyadh,228375
Al Khubar,Saudi Arabia,SA,26.3,50.2167,Asia/Riyadh,219679
Şāmitah,Saudi Arabia,SA,16.5972,42.9439,Asia/Riyadh,201656
Al Qurayyāt,Saudi Arabia,SA,31.3333,37.3333,Asia/Riyadh,167080
Al Ḩawīyah,Saudi Arabia,SA,21.4411,40.4975,Asia/Riyadh,148151
Dhahran,Saudi Arabia,SA,26.2667,50.15,Asia/Riyadh,138135
Honiara,Solomon Islands,SB,-9.4333,159.95,Pacific/Guadalcanal,84520
Gizo,Solomon Islands,SB,-8.1,156.85,Pacific/Guadalcanal,7177
Auki,Solomon Islands,SB,-8.7683,160.6969,Pacific/Guadalcanal,6811
Kirakira,Solomon Islands,SB,-10.4544,161.9205,Pacific/Guadalcanal,3500
Buala,Solomon Islands,SB,-8.1662,159.619,Pacific/Guadalcanal,1342
Tulagi,Solomon Islands,SB,-9.1031,160.1506,Pacific/Guadalcanal,1251
Tigoa,Solomon Islands,SB,-11.5583,160.0706,Pacific/Guadalcanal,881
Lata,Solomon Islands,SB,-10.7233,165.7964,Pacific/Guadalcanal,553
Taro,Solomon Islands,SB,-6.7111,156.3972,Pacific/Guadalcanal,0
Victoria,Seychelles,SC,-4.6236,55.4544,Indian/Mahe,24701
Khartoum,Sudan,SD,15.6031,32.5265,Africa/Khartoum,7869000
Omdurman,Sudan,SD,15.6835,32.4629,Africa/Khartoum,2805396
Khartoum North,Sudan,SD,15.6333,32.6333,Africa/Khartoum,936349
Port Sudan,Sudan,SD,19.6158,37.2164,Africa/Khartoum,579942
El Obeid,Sudan,SD,13.1833,30.2167,Africa/Khartoum,560471
Kassala,Sudan,SD,15.45,36.4,Africa/Khartoum,536009
Kūstī,Sudan,SD,13.1667,32.6667,Africa/Khartoum,528458
Nyala,Sudan,SD,12.05,24.8833,Africa/Khartoum,492984
Wad Medani,Sudan,SD,14.4,33.51,Africa/Khartoum,428195
Gedaref,Sudan,SD,14.0333,35.3833,Africa/Khartoum,379419
El Fasher,Sudan,SD,13.627,25.3496,Africa/Khartoum,286277
Ed Daein,Sudan,SD,11.4333,26.15,Africa/Khartoum,264734
Singa,Sudan,SD,13.1483,33.9311,Africa/Khartoum,250000
Ar Ruseris,Sudan,SD,11.8633,34.3877,Africa/Khartoum,215857
Ed Damazin,Sudan,SD,11.7667,34.35,Africa/Khartoum,200000
El Geneina,Sudan,SD,13.45,22.45,Africa/Khartoum,200000
Kabkābīyah,Sudan,SD,13.9154,23.7936,Africa/Khartoum,191414
Sannār,Sudan,SD,13.55,33.6,Africa/Khartoum,143059
Atbara,Sudan,SD,17.7167,33.9833,Africa/Khartoum,139768
Ed Damer,Sudan,SD,17.5928,33.9592,Africa/Khartoum,122944
Umm Badr,Sudan,SD,14.2167,27.9333,Africa/Khartoum,112000
An Nuhūd,Sudan,SD,12.7,28.4333,Africa/Khartoum,108008
Al Manāqil,Sudan,SD,14.2458,32.9892,Africa/Khartoum,99775
Kadugli,Sudan,SD,11.0111,29.7183,Africa/Khartoum,92674
Ad Diwem,Sudan,SD,14.0,32.3167,Africa/Khartoum,87068
Stockholm,Sweden,SE,59.3275,18.0547,Europe/Stockholm,999239
Gothenburg,Sweden,SE,57.7075,11.9675,Europe/Stockholm,674529
Malmö,Sweden,SE,55.5833,13.0,Europe/Stockholm,339316
Uppsala,Sweden,SE,59.85,17.6333,Europe/Stockholm,177074
Uppsala,Sweden,SE,59.8498,17.6389,Europe/Stockholm,174982
Norrköping,Sweden,SE,58.5919,16.1856,Europe/Stockholm,137326
Västerås,Sweden,SE,59.6173,16.5422,Europe/Stockholm,131643
Örebro,Sweden,SE,59.2669,15.1965,Europe/Stockholm,128658
Linköping,Sweden,SE,58.4094,15.6257,Europe/Stockholm,116851
Helsingborg,Sweden,SE,56.0424,12.721,Europe/Stockholm,116029
Jönköping,Sweden,SE,57.7833,14.1667,Europe/Stockholm,112766
Sundsvall,Sweden,SE,62.3902,17.3067,Europe/Stockholm,99825
Lund,Sweden,SE,55.7083,13.1992,Europe/Stockholm,98308
Umeå,Sweden,SE,63.8285,20.2706,Europe/Stockholm,94243
Gävle,Sweden,SE,60.6748,17.1444,Europe/Stockholm,86533
Borås,Sweden,SE,57.7171,12.9457,Europe/Stockholm,75565
Växjö,Sweden,SE,56.889,14.8028,Europe/Stockholm,74052
Halmstad,Sweden,SE,56.6754,12.8587,Europe/Stockholm,71422
Eskilstuna,Sweden,SE,59.3674,16.516,Europe/Stockholm,69948
Karlstad,Sweden,SE,59.3808,13.5016,Europe/Stockholm,67122
Karlskrona,Sweden,SE,56.1611,15.5881,Europe/Stockholm,66675
Täby,Sweden,SE,59.4333,18.0833,Europe/Stockholm,61272
Trollhättan,Sweden,SE,58.2828,12.2892,Europe/Stockholm,50069
Östersund,Sweden,SE,63.1775,14.6414,Europe/Stockholm,49806
Luleå,Sweden,SE,65.5838,22.1915,Europe/Stockholm,49646
Singapore,Singapore,SG,1.3,103.8,Asia/Singapore,5983000
Bedok New Town,Singapore,SG,1.3236,103.9273,Asia/Singapore,274360
Woodlands New Town,Singapore,SG,1.4363,103.7867,Asia/Singapore,254440
Jurong West,Singapore,SG,1.3445,103.7068,Asia/Singapore,253840
Yishun New Town,Singapore,SG,1.43,103.835,Asia/Singapore,228730
Punggol,Singapore,SG,1.3983,103.909,Asia/Singapore,204150
Choa Chu Kang New Town,Singapore,SG,1.3833,103.75,Asia/Singapore,187550
Bukit Panjang New Town,Singapore,SG,1.3808,103.7625,Asia/Singapore,136360
Sembawang,Singapore,SG,1.4491,103.8185,Asia/Singapore,110090
Jurong East,Singapore,SG,1.3289,103.7399,Asia/Singapore,72960
Tanglin Halt,Singapore,SG,1.3069,103.8189,Asia/Singapore,24630
Jamestown,"Saint Helena, Ascension, and Tristan da Cunha",SH,-15.9251,-5.7179,Atlantic/St_Helena,1614
Edinburgh of the Seven Seas,"Saint Helena, Ascension, and Tristan da Cunha",SH,-37.0675,-12.3105,Atlantic/St_Helena,0
Georgetown,"Saint Helena, Ascension, and Tristan da Cunha",SH,-7.9286,-14.4119,Atlantic/St_Helena,0
Ljubljana,Slovenia,SI,46.0514,14.5061,Europe/Ljubljana,290903
Maribor,Slovenia,SI,46.55,15.6333,Europe/Ljubljana,114301
Kranj,Slovenia,SI,46.2389,14.3556,Europe/Ljubljana,37605
Celje,Slovenia,SI,46.2291,15.2641,Europe/Ljubljana,37122
Koper,Slovenia,SI,45.5475,13.7307,Europe/Ljubljana,25753
Velenje,Slovenia,SI,46.3667,15.1167,Europe/Ljubljana,25594
Novo Mesto,Slovenia,SI,45.7981,15.1628,Europe/Ljubljana,24183
Ptuj,Slovenia,SI,46.4186,15.8714,Europe/Ljubljana,17880
Kamnik,Slovenia,SI,46.225,14.6097,Europe/Ljubljana,13880
Trbovlje,Slovenia,SI,46.15,15.05,Europe/Ljubljana,13822
Jesenice,Slovenia,SI,46.4366,14.0602,Europe/Ljubljana,13702
Domžale,Slovenia,SI,46.1333,14.6,Europe/Ljubljana,13222
Nova Gorica,Slovenia,SI,45.9667,13.65,Europe/Ljubljana,13031
Škofja Loka,Slovenia,SI,46.1655,14.3064,Europe/Ljubljana,11797
Izola,Slovenia,SI,45.5395,13.6604,Europe/Ljubljana,11682
Murska Sobota,Slovenia,SI,46.6586,16.1619,Europe/Ljubljana,11190
Logatec,Slovenia,SI,45.9167,14.2297,Europe/Ljubljana,9752
Postojna,Slovenia,SI,45.7743,14.2153,Europe/Ljubljana,9605
Vrhnika,Slovenia,SI,45.9622,14.2936,Europe/Ljubljana,8969
Slovenska Bistrica,Slovenia,SI,46.3941,15.5707,Europe/Ljubljana,8219
Kočevje,Slovenia,SI,45.643,14.8594,Europe/Ljubljana,8151
Grosuplje,Slovenia,SI,45.9551,14.6562,Europe/Ljubljana,7703
Ravne na Koroškem,Slovenia,SI,46.5437,14.9642,Europe/Ljubljana,7363
Slovenj Gradec,Slovenia,SI,46.5093,15.079,Europe/Ljubljana,7249
Mengeš,Slovenia,SI,46.1669,14.575,Europe/Ljubljana,6918
Bratislava,Slovakia,SK,48.1447,17.1128,Europe/Bratislava,480902
Košice,Slovakia,SK,48.7167,21.25,Europe/Bratislava,222286
Petržalka,Slovakia,SK,48.1333,17.1167,Europe/Bratislava,112118
Prešov,Slovakia,SK,49.0,21.2333,Europe/Bratislava,81223
Žilina,Slovakia,SK,49.2167,18.7333,Europe/Bratislava,79873
Nitra,Slovakia,SK,48.3147,18.0875,Europe/Bratislava,75301
Banská Bystrica,Slovakia,SK,48.7353,19.1453,Europe/Bratislava,73054
Trnava,Slovakia,SK,48.3777,17.5862,Europe/Bratislava,63184
Trenčín,Slovakia,SK,48.8942,18.0406,Europe/Bratislava,54104
Martin,Slovakia,SK,49.0636,18.9214,Europe/Bratislava,50153
Poprad,Slovakia,SK,49.05,20.3,Europe/Bratislava,48034
Prievidza,Slovakia,SK,48.7714,18.6242,Europe/Bratislava,41959
Zvolen,Slovakia,SK,48.5783,19.1247,Europe/Bratislava,38747
Považská Bystrica,Slovakia,SK,49.1167,18.45,Europe/Bratislava,36690
Nové Zámky,Slovakia,SK,47.986,18.1632,Europe/Bratislava,35628
Michalovce,Slovakia,SK,48.7575,21.9183,Europe/Bratislava,34894
Spišská Nová Ves,Slovakia,SK,48.95,20.5667,Europe/Bratislava,34023
Komárno,Slovakia,SK,47.7633,18.1283,Europe/Bratislava,31560
Levice,Slovakia,SK,48.2136,18.6069,Europe/Bratislava,30161
Liptovský Mikuláš,Slovakia,SK,49.0811,19.6181,Europe/Bratislava,29710
Bardejov,Slovakia,SK,49.2918,21.2727,Europe/Bratislava,29495
Humenné,Slovakia,SK,48.9306,21.9122,Europe/Bratislava,29179
Ružomberok,Slovakia,SK,49.0786,19.3083,Europe/Bratislava,26099
Piešťany,Slovakia,SK,48.5833,17.8333,Europe/Bratislava,26086
Lučenec,Slovakia,SK,48.3314,19.6708,Europe/Bratislava,24427
Freetown,Sierra Leone,SL,8.4872,-13.2356,Africa/Freetown,951000
Bo,Sierra Leone,SL,7.9564,-11.74,Africa/Freetown,233684
Kenema,Sierra Leone,SL,7.8833,-11.1833,Africa/Freetown,188463
Koidu,Sierra Leone,SL,8.6439,-10.9717,Africa/Freetown,128030
Makeni,Sierra Leone,SL,8.8817,-12.0442,Africa/Freetown,125970
Koidu-Bulma,Sierra Leone,SL,8.4265,-10.851,Africa/Freetown,87539
Port Loko,Sierra Leone,SL,8.7667,-12.7833,Africa/Freetown,44900
Magburaka,Sierra Leone,SL,8.7211,-11.9494,Africa/Freetown,40313
Kambia,Sierra Leone,SL,9.1239,-12.9181,Africa/Freetown,40000
Kambia,Sierra Leone,SL,9.218,-12.9476,Africa/Freetown,40000
Lunsar,Sierra Leone,SL,8.6844,-12.535,Africa/Freetown,36108
Kailahun,Sierra Leone,SL,8.2794,-10.5733,Africa/Freetown,30411
Benguema,Sierra Leone,SL,8.3215,-13.0724,Africa/Freetown,30268
Pendembu,Sierra Leone,SL,8.0981,-10.6943,Africa/Freetown,20502
Pujehun,Sierra Leone,SL,7.3506,-11.7181,Africa/Freetown,20121
Kabala,Sierra Leone,SL,9.5878,-11.5517,Africa/Freetown,18770
Leicester,Sierra Leone,SL,8.4604,-13.2192,Africa/Freetown,18678
Segbwema,Sierra Leone,SL,7.9947,-10.9502,Africa/Freetown,16532
Bumpe,Sierra Leone,SL,7.8921,-11.9054,Africa/Freetown,16123
Mongeri,Sierra Leone,SL,8.3207,-11.7343,Africa/Freetown,14273
Binkolo,Sierra Leone,SL,8.9522,-11.9803,Africa/Freetown,13867
Yengema,Sierra Leone,SL,8.7144,-11.1706,Africa/Freetown,13358
Rokupr,Sierra Leone,SL,9.0109,-12.9489,Africa/Freetown,12744
Gandorhun,Sierra Leone,SL,7.555,-11.6926,Africa/Freetown,12288
Moyamba,Sierra Leone,SL,8.1606,-12.4333,Africa/Freetown,11485
Serravalle,San Marino,SM,43.9683,12.4811,Europe/San_Marino,11226
Borgo Maggiore,San Marino,SM,43.9472,12.4497,Europe/San_Marino,6962
San Marino,San Marino,SM,43.932,12.4484,Europe/San_Marino,4040
Domagnano,San Marino,SM,43.9478,12.4689,Europe/San_Marino,3319
Fiorentino,San Marino,SM,43.9106,12.4556,Europe/San_Marino,2526
Acquaviva,San Marino,SM,43.95,12.4167,Europe/San_Marino,2118
Faetano,San Marino,SM,43.9256,12.4983,Europe/San_Marino,1212
Chiesanuova,San Marino,SM,43.9045,12.4208,Europe/San_Marino,1097
Montegiardino,San Marino,SM,43.9089,12.4844,Europe/San_Marino,910
Dakar,Senegal,SN,14.6726,-17.432,Africa/Dakar,1438725
Pikine,Senegal,SN,14.744,-17.4021,Africa/Dakar,1170791
Touba,Senegal,SN,14.8665,-15.8994,Africa/Dakar,529176
Thiès,Senegal,SN,14.7916,-16.9249,Africa/Dakar,391253
Guédiawaye,Senegal,SN,14.7724,-17.3884,Africa/Dakar,329659
Rufisque,Senegal,SN,14.714,-17.2723,Africa/Dakar,295459
Mbour,Senegal,SN,14.4104,-16.9649,Africa/Dakar,284189
Saint-Louis,Senegal,SN,16.0333,-16.5,Africa/Dakar,258592
Ziguinchor,Senegal,SN,12.5861,-16.2707,Africa/Dakar,205294
Kaolack,Senegal,SN,14.1389,-16.0764,Africa/Dakar,172305
Malikounda,Senegal,SN,14.4724,-16.9459,Africa/Dakar,117590
Tivaouane,Senegal,SN,14.9543,-16.8132,Africa/Dakar,102658
Diourbel,Senegal,SN,14.655,-16.2314,Africa/Dakar,100445
Bargny,Senegal,SN,14.6944,-17.2306,Africa/Dakar,69242
Mbaké,Senegal,SN,14.7903,-15.9078,Africa/Dakar,68054
Joal-Fadiout,Senegal,SN,14.1531,-16.8316,Africa/Dakar,61582
Kaffrine,Senegal,SN,14.1033,-15.5461,Africa/Dakar,57307
Nguékhokh,Senegal,SN,14.5088,-17.0027,Africa/Dakar,47964
Diamniadio,Senegal,SN,14.7199,-17.1842,Africa/Dakar,47759
Paoskoto,Senegal,SN,13.7861,-15.7993,Africa/Dakar,43460
Sébikhotane,Senegal,SN,14.7428,-17.1419,Africa/Dakar,42839
Sali,Senegal,SN,14.4425,-17.0165,Africa/Dakar,41811
Mboro,Senegal,SN,15.1327,-16.8768,Africa/Dakar,40811
Fatick,Senegal,SN,14.3393,-16.4104,Africa/Dakar,39361
Bambey,Senegal,SN,14.6965,-16.4583,Africa/Dakar,37374
Mogadishu,Somalia,SO,2.0392,45.3419,Africa/Mogadishu,2120000
Hargeysa,Somalia,SO,9.5656,44.0606,Africa/Mogadishu,1227620
Baidoa,Somalia,SO,3.1167,43.65,Africa/Mogadishu,1200000
Boosaaso,Somalia,SO,11.2833,49.1833,Africa/Mogadishu,1067000
Baardheere,Somalia,SO,2.3447,42.2764,Africa/Mogadishu,755500
Jawhar,Somalia,SO,2.7833,45.5,Africa/Mogadishu,750000
Gaalkacyo,Somalia,SO,6.7697,47.4308,Africa/Mogadishu,745000
Garoowe,Somalia,SO,8.4,48.4833,Africa/Mogadishu,485000
Qardho,Somalia,SO,9.5053,49.0869,Africa/Mogadishu,365000
Buurhakaba,Somalia,SO,2.8,44.0833,Africa/Mogadishu,360795
Burco,Somalia,SO,9.5279,45.5345,Africa/Mogadishu,350211
Berbera,Somalia,SO,10.4395,45.013,Africa/Mogadishu,263000
Marka,Somalia,SO,1.7156,44.7703,Africa/Mogadishu,230100
Kismaayo,Somalia,SO,-0.3603,42.5489,Africa/Mogadishu,166667
Ceelbuur,Somalia,SO,4.685,46.6175,Africa/Mogadishu,130023
Jamaame,Somalia,SO,0.0667,42.75,Africa/Mogadishu,129149
Xuddur,Somalia,SO,4.12,43.8878,Africa/Mogadishu,120000
Aw Dheegle,Somalia,SO,1.9833,44.8,Africa/Mogadishu,119000
Cadale,Somalia,SO,2.7599,46.3228,Africa/Mogadishu,91600
Afmadow,Somalia,SO,0.5156,42.0733,Africa/Mogadishu,90000
Barwaaqo,Somalia,SO,3.4833,42.1833,Africa/Mogadishu,90000
Afgooye,Somalia,SO,2.1167,45.1167,Africa/Mogadishu,79400
Qansaxdheere,Somalia,SO,2.8712,43.0043,Africa/Mogadishu,76714
Xarardheere,Somalia,SO,4.6544,47.8575,Africa/Mogadishu,65523
Badhan,Somalia,SO,10.7139,48.3347,Africa/Mogadishu,65500
Paramaribo,Suriname,SR,5.8667,-55.1667,America/Paramaribo,223757
Cottica,Suriname,SR,3.8542,-54.2281,America/Paramaribo,29210
Koewarasan,Suriname,SR,5.7699,-55.2938,America/Paramaribo,27713
Lelydorp,Suriname,SR,5.6967,-55.2167,America/Paramaribo,19991
Nieuw Nickerie,Suriname,SR,5.9261,-56.9731,America/Paramaribo,12818
Meerzorg,Suriname,SR,5.8072,-55.1469,America/Paramaribo,12405
Moengo,Suriname,SR,5.6167,-54.4,America/Paramaribo,10834
Nieuw Amsterdam,Suriname,SR,5.8858,-55.0886,America/Paramaribo,5650
Albina,Suriname,SR,5.5,-54.05,America/Paramaribo,5247
Brownsweg,Suriname,SR,5.0164,-55.1669,America/Paramaribo,4793
Brokopondo,Suriname,SR,5.0667,-54.9667,America/Paramaribo,4482
Groningen,Suriname,SR,5.7833,-55.4667,America/Paramaribo,2818
Totness,Suriname,SR,5.8775,-56.3292,America/Paramaribo,2150
Onverwacht,Suriname,SR,5.5931,-55.1939,America/Paramaribo,2000
Juba,South Sudan,SS,4.8539,31.5825,Africa/Juba,500088
Wau,South Sudan,SS,7.7,27.9833,Africa/Juba,320752
Bor,South Sudan,SS,6.2167,31.55,Africa/Juba,315351
Kajo Kaji,South Sudan,SS,3.8881,31.66,Africa/Juba,196000
Yei,South Sudan,SS,4.0944,30.6764,Africa/Juba,185000
Magwe,South Sudan,SS,4.1394,32.3008,Africa/Juba,169826
Malakal,South Sudan,SS,9.5333,31.65,Africa/Juba,147450
Yambio,South Sudan,SS,4.5667,28.4167,Africa/Juba,130250
Ikoto,South Sudan,SS,4.0783,33.1089,Africa/Juba,107047
Kuacjok,South Sudan,SS,8.31,27.99,Africa/Juba,78111
Renk,South Sudan,SS,11.7431,32.8047,Africa/Juba,69079
Maridi,South Sudan,SS,4.9158,29.4739,Africa/Juba,65072
Farajok,South Sudan,SS,3.8724,32.4792,Africa/Juba,49000
Nimule,South Sudan,SS,3.6,32.06,Africa/Juba,45000
Gogrial,South Sudan,SS,8.53,28.1,Africa/Juba,44600
Nasir,South Sudan,SS,8.6,33.0667,Africa/Juba,43733
Aweil,South Sudan,SS,8.7667,27.4,Africa/Juba,40054
Rumbek,South Sudan,SS,6.8,29.6833,Africa/Juba,32100
Torit,South Sudan,SS,4.4167,32.5667,Africa/Juba,17957
