city,country,iso2,latitude,longitude,time_zone,population
Al Mālikīyah,Bahrain,BH,26.1008,50.4878,Asia/Bahrain,14800
Karrānah,Bahrain,BH,26.2306,50.5108,Asia/Bahrain,12000
Bujumbura,Burundi,BI,-3.3825,29.3611,Africa/Bujumbura,1143202
Gitega,Burundi,BI,-3.4271,29.9246,Africa/Bujumbura,135467
Gitega,Burundi,BI,-3.4283,29.925,Africa/Bujumbura,135467
Ruyigi,Burundi,BI,-3.3244,30.1491,Africa/Bujumbura,44220
Ngozi,Burundi,BI,-2.9075,29.8306,Africa/Bujumbura,39884
Rumonge,Burundi,BI,-3.9667,29.4333,Africa/Bujumbura,35931
Zanandore,Burundi,BI,-3.25,30.1167,Africa/Bujumbura,27867
Cibitoke,Burundi,BI,-2.8883,29.1197,Africa/Bujumbura,23885
Kayanza,Burundi,BI,-2.9221,29.6293,Africa/Bujumbura,21767
Bubanza,Burundi,BI,-3.0833,29.4,Africa/Bujumbura,20031
Gatumba,Burundi,BI,-3.3333,29.25,Africa/Bujumbura,11700
Karuzi,Burundi,BI,-3.1014,30.165,Africa/Bujumbura,10317
Kirundo,Burundi,BI,-2.5833,30.1,Africa/Bujumbura,10024
Muyinga,Burundi,BI,-2.85,30.3333,Africa/Bujumbura,9609
Makamba,Burundi,BI,-4.1333,29.8,Africa/Bujumbura,9396
Ruyigi,Burundi,BI,-3.4667,30.25,Africa/Bujumbura,7139
Rutana,Burundi,BI,-3.9236,30.0061,Africa/Bujumbura,5865
Muramvya,Burundi,BI,-3.25,29.6,Africa/Bujumbura,5458
Cankuzo,Burundi,BI,-3.2194,30.5528,Africa/Bujumbura,3624
Isale,Burundi,BI,-3.3444,29.4833,Africa/Bujumbura,0
Banikoara,Benin,BJ,11.3,2.4333,Africa/Porto-Novo,867463
Cotonou,Benin,BJ,6.3667,2.4167,Africa/Porto-Novo,780000
Godomè,Benin,BJ,6.3667,2.35,Africa/Porto-Novo,253262
Djougou,Benin,BJ,9.7,1.6667,Africa/Porto-Novo,237040
Porto-Novo,Benin,BJ,6.4833,2.6167,Africa/Porto-Novo,234168
Tchaourou,Benin,BJ,8.8833,2.6,Africa/Porto-Novo,221108
Bakaga,Benin,BJ,9.3,2.6667,Africa/Porto-Novo,206667
Parakou,Benin,BJ,9.35,2.6167,Africa/Porto-Novo,206667
Kandi,Benin,BJ,11.1286,2.9369,Africa/Porto-Novo,179290
Aplahoué,Benin,BJ,6.9333,1.6833,Africa/Porto-Novo,170069
Kalalé,Benin,BJ,10.2953,3.3817,Africa/Porto-Novo,168882
Malanville,Benin,BJ,11.8667,3.3833,Africa/Porto-Novo,168641
Ouidah,Benin,BJ,6.3667,2.0833,Africa/Porto-Novo,162034
Kétou,Benin,BJ,7.3581,2.6075,Africa/Porto-Novo,156497
Bohicon,Benin,BJ,7.2,2.0667,Africa/Porto-Novo,149271
Djakotomé,Benin,BJ,6.9,1.7167,Africa/Porto-Novo,134704
Zagnanado,Benin,BJ,7.2667,2.35,Africa/Porto-Novo,132401
Bassila,Benin,BJ,9.0167,1.6667,Africa/Porto-Novo,130770
Avrankou,Benin,BJ,6.55,2.6667,Africa/Porto-Novo,128050
Allada,Benin,BJ,6.665,2.1522,Africa/Porto-Novo,127512
Missérété,Benin,BJ,6.5625,2.5853,Africa/Porto-Novo,127249
Glazoué,Benin,BJ,7.9736,2.24,Africa/Porto-Novo,124431
Pobé,Benin,BJ,6.9667,2.6833,Africa/Porto-Novo,123740
Djidja,Benin,BJ,7.3444,1.9333,Africa/Porto-Novo,123542
Lalo,Benin,BJ,6.9167,1.8833,Africa/Porto-Novo,119926
Gustavia,Saint Barthelemy,BL,17.8986,-62.8492,America/St_Barthelemy,9131
Hamilton,Bermuda,BM,32.295,-64.7831,Atlantic/Bermuda,854
Bandar Seri Begawan,Brunei,BN,4.9167,114.9167,Asia/Brunei,50000
Seria,Brunei,BN,4.6142,114.3303,Asia/Brunei,21082
Tutong,Brunei,BN,4.8067,114.6592,Asia/Brunei,9883
Kampong Tunah Jambu,Brunei,BN,4.9957,115.0019,Asia/Brunei,8809
Kuala Belait,Brunei,BN,4.5828,114.1918,Asia/Brunei,4259
Bangar,Brunei,BN,4.7086,115.0739,Asia/Brunei,626
Santa Cruz de la Sierra,Bolivia,BO,-17.7892,-63.1975,America/La_Paz,3151676
La Paz,Bolivia,BO,-16.4958,-68.1333,America/La_Paz,2063633
El Alto,Bolivia,BO,-16.5047,-68.1633,America/La_Paz,885035
Cochabamba,Bolivia,BO,-17.3935,-66.157,America/La_Paz,661484
Sucre,Bolivia,BO,-19.0475,-65.26,America/La_Paz,360544
Oruro,Bolivia,BO,-17.9592,-67.1095,America/La_Paz,351802
Oruro,Bolivia,BO,-17.9667,-67.1167,America/La_Paz,297497
Tarija,Bolivia,BO,-21.5339,-64.7342,America/La_Paz,268000
Warnes,Bolivia,BO,-17.5103,-63.1647,America/La_Paz,214216
Potosí,Bolivia,BO,-19.5892,-65.7533,America/La_Paz,189652
Sacaba,Bolivia,BO,-17.4042,-66.0408,America/La_Paz,172466
Quillacollo,Bolivia,BO,-17.3975,-66.2817,America/La_Paz,137182
Trinidad,Bolivia,BO,-14.8333,-64.9,America/La_Paz,130657
Montero,Bolivia,BO,-17.3425,-63.2553,America/La_Paz,126886
Yacuiba,Bolivia,BO,-22.0139,-63.6778,America/La_Paz,97296
Cobija,Bolivia,BO,-11.0183,-68.7537,America/La_Paz,78555
Riberalta,Bolivia,BO,-11.005,-66.0661,America/La_Paz,78100
Caranavi,Bolivia,BO,-15.8339,-67.5658,America/La_Paz,59676
Tiquipaya,Bolivia,BO,-17.3381,-66.2189,America/La_Paz,58223
Sipe Sipe,Bolivia,BO,-17.45,-66.3833,America/La_Paz,55908
Santiago del Torno,Bolivia,BO,-17.9947,-63.3842,America/La_Paz,55697
Vinto,Bolivia,BO,-17.3972,-66.3136,America/La_Paz,51968
Colcapirhua,Bolivia,BO,-17.3908,-66.2386,America/La_Paz,48631
Tupiza,Bolivia,BO,-21.4423,-65.719,America/La_Paz,43100
Villamontes,Bolivia,BO,-21.2647,-63.4586,America/La_Paz,39800
Kralendijk,"Bonaire, Sint Eustatius, and Saba",BQ,12.1508,-68.2767,America/Kralendijk,12531
Oranjestad,"Bonaire, Sint Eustatius, and Saba",BQ,17.4833,-62.9833,America/Kralendijk,1021
The Bottom,"Bonaire, Sint Eustatius, and Saba",BQ,17.6261,-63.2492,America/Kralendijk,495
São Paulo,Brazil,BR,-23.5504,-46.6339,America/Sao_Paulo,23086000
Rio de Janeiro,Brazil,BR,-22.9111,-43.2056,America/Sao_Paulo,12592000
Belo Horizonte,Brazil,BR,-19.9281,-43.9419,America/Sao_Paulo,5328000
Fortaleza,Brazil,BR,-3.7275,-38.5275,America/Fortaleza,4167996
Brasília,Brazil,BR,-15.7939,-47.8828,America/Sao_Paulo,2996899
Teresina,Brazil,BR,-5.0903,-42.8167,America/Fortaleza,2729527
Salvador,Brazil,BR,-12.9831,-38.4928,America/Bahia,2417678
Manaus,Brazil,BR,-3.1189,-60.0217,America/Manaus,2303732
Campinas,Brazil,BR,-22.9009,-47.0573,America/Sao_Paulo,2184952
Curitiba,Brazil,BR,-25.4297,-49.2719,America/Sao_Paulo,1773718
Recife,Brazil,BR,-8.0539,-34.8808,America/Recife,1488920
Goiânia,Brazil,BR,-16.6806,-49.2564,America/Sao_Paulo,1437366
Porto Alegre,Brazil,BR,-30.0328,-51.23,America/Sao_Paulo,1388794
Guarulhos,Brazil,BR,-23.4667,-46.5333,America/Sao_Paulo,1324781
Belém,Brazil,BR,-1.4558,-48.5039,America/Belem,1303403
São Luís,Brazil,BR,-2.53,-44.3028,America/Fortaleza,1037775
Campo Grande,Brazil,BR,-20.4686,-54.6222,America/Campo_Grande,962883
Maceió,Brazil,BR,-9.6658,-35.735,America/Maceio,957916
São Gonçalo,Brazil,BR,-22.8269,-43.0539,America/Sao_Paulo,896744
João Pessoa,Brazil,BR,-7.12,-34.88,America/Fortaleza,833932
São Bernardo do Campo,Brazil,BR,-23.6939,-46.565,America/Sao_Paulo,810729
Uberlândia,Brazil,BR,-18.9189,-48.2769,America/Sao_Paulo,761835
Natal,Brazil,BR,-5.795,-35.2089,America/Fortaleza,751300
Santo André,Brazil,BR,-23.6533,-46.528,America/Sao_Paulo,748919
São José dos Campos,Brazil,BR,-23.1789,-45.8869,America/Sao_Paulo,737310
Nassau,"Bahamas, The",BS,25.0781,-77.3386,America/Nassau,227940
Freeport City,"Bahamas, The",BS,26.52,-78.66,America/Nassau,45945
West End,"Bahamas, The",BS,26.6867,-78.975,America/Nassau,13577
Cooper’s Town,"Bahamas, The",BS,26.8686,-77.5081,America/Nassau,9948
Lucaya,"Bahamas, The",BS,26.5333,-78.6667,America/Nassau,0
Thimphu,Bhutan,BT,27.4714,89.6337,Asia/Thimphu,114551
Phuntsholing,Bhutan,BT,26.85,89.3833,Asia/Kolkata,27658
Geylegphug,Bhutan,BT,26.8706,90.4856,Asia/Thimphu,9858
Samdrup Jongkhar,Bhutan,BT,26.7978,91.5043,Asia/Thimphu,9325
Wangdue Phodrang,Bhutan,BT,27.4667,89.9,Asia/Thimphu,6714
Punakha,Bhutan,BT,27.6167,89.8667,Asia/Thimphu,6262
Jakar,Bhutan,BT,27.5592,90.7333,Asia/Thimphu,6243
Samtse,Bhutan,BT,26.8667,89.1,Asia/Thimphu,4981
Mongar,Bhutan,BT,27.275,91.24,Asia/Thimphu,3502
Trashigang,Bhutan,BT,27.3333,91.5528,Asia/Thimphu,3037
Trashi Yangtse,Bhutan,BT,27.5833,91.4667,Asia/Thimphu,2735
Trongsa,Bhutan,BT,27.5168,90.5,Asia/Thimphu,2695
Paro,Bhutan,BT,27.4333,89.4167,Asia/Thimphu,2362
Zhemgang,Bhutan,BT,27.2333,90.65,Asia/Thimphu,2332
Lhuentse,Bhutan,BT,27.65,91.15,Asia/Thimphu,1935
Daga,Bhutan,BT,27.1186,89.8667,Asia/Thimphu,1146
Gasa,Bhutan,BT,27.9038,89.7276,Asia/Thimphu,0
Haa,Bhutan,BT,27.3685,89.2918,Asia/Thimphu,0
Pemagatshel,Bhutan,BT,27.0333,91.45,Asia/Thimphu,0
Sarpang,Bhutan,BT,26.8639,90.2674,Asia/Thimphu,0
Tsimasham,Bhutan,BT,27.0989,89.536,Asia/Thimphu,0
Tsirang,Bhutan,BT,27.0219,90.1229,Asia/Thimphu,0
Gaborone,Botswana,BW,-24.6569,25.9086,Africa/Gaborone,235884
Francistown,Botswana,BW,-21.1736,27.5125,Africa/Gaborone,103417
Mogoditshane,Botswana,BW,-24.6333,25.8667,Africa/Gaborone,88098
Maun,Botswana,BW,-19.9833,23.4167,Africa/Gaborone,85293
Molepolole,Botswana,BW,-24.4066,25.4951,Africa/Gaborone,67598
Tlokweng,Botswana,BW,-24.6686,25.9711,Africa/Gaborone,55517
Selibe Phikwe,Botswana,BW,-21.9667,27.9167,Africa/Gaborone,49724
Kanye,Botswana,BW,-24.9833,25.35,Africa/Gaborone,48028
Serowe,Botswana,BW,-22.3833,26.7167,Africa/Gaborone,47447
Mochudi,Botswana,BW,-24.4167,26.15,Africa/Gaborone,44339
Mahalapye,Botswana,BW,-23.1041,26.8142,Africa/Gaborone,41316
Palapye,Botswana,BW,-22.55,27.1333,Africa/Gaborone,36211
Lobatse,Botswana,BW,-25.2167,25.6667,Africa/Gaborone,29700
Ramotswa,Botswana,BW,-24.8667,25.8167,Africa/Gaborone,27760
Ghanzi,Botswana,BW,-21.7,21.65,Africa/Gaborone,21420
Bobonong,Botswana,BW,-21.9655,28.4363,Africa/Gaborone,21216
Letlhakane,Botswana,BW,-21.425,25.5892,Africa/Gaborone,20841
Gabane,Botswana,BW,-24.6667,25.7822,Africa/Gaborone,20018
Mosopa,Botswana,BW,-24.7792,25.4183,Africa/Gaborone,19780
Thamaga,Botswana,BW,-24.7167,25.5333,Africa/Gaborone,19547
Jwaneng,Botswana,BW,-24.6017,24.7281,Africa/Gaborone,18784
Mmopone,Botswana,BW,-24.5669,25.8733,Africa/Gaborone,14655
Mmadinare,Botswana,BW,-21.8765,27.7518,Africa/Gaborone,13198
Kopong,Botswana,BW,-24.4686,25.8922,Africa/Gaborone,9320
Kasane,Botswana,BW,-17.7983,25.1536,Africa/Gaborone,9008
Minsk,Belarus,BY,53.9022,27.5618,Europe/Minsk,1995091
Homyel’,Belarus,BY,52.4417,30.9833,Europe/Minsk,499853
Hrodna,Belarus,BY,53.6667,23.8167,Europe/Minsk,364902
Vitsyebsk,Belarus,BY,55.1833,30.1667,Europe/Minsk,358927
Mahilyow,Belarus,BY,53.9089,30.343,Europe/Minsk,352891
Brest,Belarus,BY,52.0847,23.6569,Europe/Minsk,347138
Babruysk,Belarus,BY,53.15,29.2333,Europe/Minsk,204103
Baranavichy,Belarus,BY,53.1325,26.0178,Europe/Minsk,170039
Pinsk,Belarus,BY,52.1153,26.1031,Europe/Minsk,123283
Mazyr,Belarus,BY,52.05,29.2333,Europe/Minsk,104302
Lida,Belarus,BY,53.8956,25.2958,Europe/Minsk,102603
Orsha,Belarus,BY,54.5092,30.4258,Europe/Minsk,100422
Salihorsk,Belarus,BY,52.7842,27.5425,Europe/Minsk,96418
Navapolatsk,Belarus,BY,55.5333,28.6667,Europe/Minsk,94666
Maladzyechna,Belarus,BY,54.3136,26.8517,Europe/Minsk,87339
Polatsk,Belarus,BY,55.4833,28.8,Europe/Minsk,79105
Zhlobin,Belarus,BY,52.9,30.0333,Europe/Minsk,75732
Rechytsa,Belarus,BY,52.3724,30.388,Europe/Minsk,64508
Svyetlahorsk,Belarus,BY,52.6333,29.7333,Europe/Minsk,61280
Slutsk,Belarus,BY,53.0167,27.55,Europe/Minsk,58995
Kobryn,Belarus,BY,52.2125,24.3567,Europe/Minsk,52235
Slonim,Belarus,BY,53.0833,25.3167,Europe/Minsk,48001
Vawkavysk,Belarus,BY,53.1667,24.4667,Europe/Minsk,40541
Kalinkavichy,Belarus,BY,52.1333,29.3333,Europe/Minsk,36549
Smarhon,Belarus,BY,54.4836,26.4,Europe/Minsk,34564
Belize City,Belize,BZ,17.4986,-88.1886,America/Belize,63999
San Ignacio,Belize,BZ,17.1588,-89.0696,America/Belize,26151
Belmopan,Belize,BZ,17.25,-88.7675,America/Belize,20754
San Pedro,Belize,BZ,17.9214,-87.9611,America/Belize,15456
Orange Walk,Belize,BZ,18.075,-88.5583,America/Belize,13750
Dangriga,Belize,BZ,16.9663,-88.2242,America/Belize,9927
Corozal,Belize,BZ,18.4,-88.4,America/Belize,9815
Punta Gorda,Belize,BZ,16.1,-88.8,America/Belize,5406
Toronto,Canada,CA,43.7417,-79.3733,America/Toronto,5647656
Montréal,Canada,CA,45.5089,-73.5617,America/Toronto,3675219
Vancouver,Canada,CA,49.25,-123.1,America/Vancouver,2426160
Calgary,Canada,CA,51.05,-114.0667,America/Edmonton,1306784
Edmonton,Canada,CA,53.5344,-113.4903,America/Edmonton,1151635
Ottawa,Canada,CA,45.4247,-75.695,America/Toronto,1068821
Winnipeg,Canada,CA,49.8844,-97.1464,America/Winnipeg,758515
Quebec City,Canada,CA,46.8139,-71.2081,America/Toronto,733156
Hamilton,Canada,CA,43.2567,-79.8692,America/Toronto,729560
Mississauga,Canada,CA,43.6,-79.65,America/Toronto,717961
Brampton,Canada,CA,43.6833,-79.7667,America/Toronto,656480
Surrey,Canada,CA,49.19,-122.8489,America/Vancouver,568322
Kitchener,Canada,CA,43.4186,-80.4728,America/Toronto,522888
Halifax,Canada,CA,44.6475,-63.5906,America/Halifax,439819
Laval,Canada,CA,45.5833,-73.75,America/Toronto,438366
London,Canada,CA,42.9836,-81.2497,America/Toronto,423369
Victoria,Canada,CA,48.4283,-123.3647,America/Vancouver,363222
Markham,Canada,CA,43.8767,-79.2633,America/Toronto,338503
Oshawa,Canada,CA,43.9,-78.85,America/Toronto,335949
Vaughan,Canada,CA,43.8333,-79.5,America/Toronto,323103
Windsor,Canada,CA,42.2833,-83.0,America/Toronto,306519
Gatineau,Canada,CA,45.4833,-75.65,America/Toronto,291041
Saskatoon,Canada,CA,52.1333,-106.6833,America/Regina,266141
Longueuil,Canada,CA,45.5333,-73.5167,America/Toronto,254483
Burnaby,Canada,CA,49.2667,-122.9667,America/Vancouver,249125
Kinshasa,Congo (Kinshasa),CD,-4.3233,15.3081,Africa/Kinshasa,17071000
Mbuji-Mayi,Congo (Kinshasa),CD,-6.1209,23.5967,Africa/Lubumbashi,2892000
Kananga,Congo (Kinshasa),CD,-5.8961,22.4167,Africa/Lubumbashi,1971704
Lubumbashi,Congo (Kinshasa),CD,-11.6642,27.4828,Africa/Lubumbashi,1786397
Kisangani,Congo (Kinshasa),CD,0.5153,25.1911,Africa/Lubumbashi,1366000
Bukavu,Congo (Kinshasa),CD,-2.4908,28.8428,Africa/Lubumbashi,1133000
Tshikapa,Congo (Kinshasa),CD,-6.4167,20.8,Africa/Lubumbashi,1006387
Goma,Congo (Kinshasa),CD,-1.6794,29.2336,Africa/Lubumbashi,781875
Uvira,Congo (Kinshasa),CD,-3.3953,29.1378,Africa/Lubumbashi,726000
Likasi,Congo (Kinshasa),CD,-10.9833,26.7333,Africa/Lubumbashi,495000
Bunia,Congo (Kinshasa),CD,1.5667,30.25,Africa/Lubumbashi,486000
Kolwezi,Congo (Kinshasa),CD,-10.7167,25.4667,Africa/Lubumbashi,480000
Mbandaka,Congo (Kinshasa),CD,0.0486,18.2603,Africa/Kinshasa,470307
Matadi,Congo (Kinshasa),CD,-5.8167,13.4833,Africa/Kinshasa,448000
Kikwit,Congo (Kinshasa),CD,-5.0333,18.8167,Africa/Kinshasa,397737
Kisenzi,Congo (Kinshasa),CD,-4.413,15.3464,Africa/Kinshasa,386151
Beni,Congo (Kinshasa),CD,0.4911,29.4731,Africa/Lubumbashi,232000
Butembo,Congo (Kinshasa),CD,0.1251,29.299,Africa/Lubumbashi,217625
Gbadolite,Congo (Kinshasa),CD,4.275,21.0,Africa/Kinshasa,198839
Mwene-Ditu,Congo (Kinshasa),CD,-7.0,23.45,Africa/Lubumbashi,195622
Isiro,Congo (Kinshasa),CD,2.7833,27.6167,Africa/Lubumbashi,182900
Kindu,Congo (Kinshasa),CD,-2.95,25.9167,Africa/Lubumbashi,172321
Boma,Congo (Kinshasa),CD,-5.85,13.05,Africa/Kinshasa,162521
Kamina,Congo (Kinshasa),CD,-8.7351,24.998,Africa/Lubumbashi,156761
Aketi,Congo (Kinshasa),CD,2.74,23.78,Africa/Lubumbashi,150000
Bangui,Central African Republic,CF,4.3732,18.5628,Africa/Bangui,889231
Bimbo,Central African Republic,CF,4.3313,18.5163,Africa/Bangui,124176
Berbérati,Central African Republic,CF,4.2667,15.7833,Africa/Bangui,76918
Carnot,Central African Republic,CF,4.9333,15.8667,Africa/Bangui,45421
Bambari,Central African Republic,CF,5.7667,20.6833,Africa/Bangui,41356
Bouar,Central African Republic,CF,5.95,15.6,Africa/Bangui,40353
Bossangoa,Central African Republic,CF,6.4833,17.45,Africa/Bangui,37780
Bria,Central African Republic,CF,6.5369,21.9919,Africa/Bangui,35204
Bangassou,Central African Republic,CF,4.737,22.819,Africa/Bangui,31453
Nola,Central African Republic,CF,3.5249,16.0458,Africa/Bangui,29181
Kaga Bandoro,Central African Republic,CF,7.0006,19.1808,Africa/Bangui,24661
Sibut,Central African Republic,CF,5.7378,19.0867,Africa/Bangui,22419
Mbaïki,Central African Republic,CF,3.8833,18.0,Africa/Bangui,22166
Bozoum,Central African Republic,CF,6.3172,16.3783,Africa/Bangui,20665
Bakouma,Central African Republic,CF,5.5267,22.5856,Africa/Bangui,17599
Paoua,Central African Republic,CF,7.25,16.4333,Africa/Bangui,17370
Bobangui,Central African Republic,CF,4.05,18.1167,Africa/Bangui,16486
Batangafo,Central African Republic,CF,7.3,18.3,Africa/Bangui,16420
Kabo,Central African Republic,CF,7.6994,18.6292,Africa/Bangui,16279
Bocaranga,Central African Republic,CF,6.9843,15.6408,Africa/Bangui,15744
Ippy,Central African Republic,CF,6.2628,21.1981,Africa/Bangui,15196
Alindao,Central African Republic,CF,5.0333,21.2167,Africa/Bangui,14401
Rafaï,Central African Republic,CF,4.9731,23.9319,Africa/Bangui,14000
Yaloké,Central African Republic,CF,5.3167,17.0833,Africa/Bangui,13608
Baoro,Central African Republic,CF,5.6946,15.9533,Africa/Bangui,13065
Brazzaville,Congo (Brazzaville),CG,-4.2694,15.2711,Africa/Brazzaville,2813480
Pointe-Noire,Congo (Brazzaville),CG,-4.7975,11.8503,Africa/Brazzaville,1420612
Tchibota,Congo (Brazzaville),CG,-4.1794,11.3731,Africa/Brazzaville,262931
Dolisie,Congo (Brazzaville),CG,-4.2006,12.6792,Africa/Brazzaville,117920
Oyo,Congo (Brazzaville),CG,-1.1603,15.9736,Africa/Brazzaville,63598
Bétou,Congo (Brazzaville),CG,3.0594,18.5142,Africa/Brazzaville,59563
Impfondo,Congo (Brazzaville),CG,1.6186,18.0622,Africa/Brazzaville,39653
Ouésso,Congo (Brazzaville),CG,1.6106,16.0514,Africa/Brazzaville,39653
Madingou,Congo (Brazzaville),CG,-4.1642,13.5517,Africa/Brazzaville,36183
Owando,Congo (Brazzaville),CG,-0.4833,15.8975,Africa/Brazzaville,34808
Hinda,Congo (Brazzaville),CG,-4.6167,12.0406,Africa/Brazzaville,32995
Sibiti,Congo (Brazzaville),CG,-3.685,13.3511,Africa/Brazzaville,32296
Mossaka,Congo (Brazzaville),CG,-1.2258,16.7947,Africa/Brazzaville,31347
Bouansa,Congo (Brazzaville),CG,-4.2186,13.7617,Africa/Brazzaville,26265
Loutété,Congo (Brazzaville),CG,-4.2972,13.8556,Africa/Brazzaville,26176
Gamboma,Congo (Brazzaville),CG,-1.8711,15.8781,Africa/Brazzaville,26053
Djambala,Congo (Brazzaville),CG,-2.54,14.7519,Africa/Brazzaville,24734
Mouyondzi,Congo (Brazzaville),CG,-3.9956,13.9219,Africa/Brazzaville,21215
Mindouli,Congo (Brazzaville),CG,-4.2747,14.3575,Africa/Brazzaville,20462
Makoua,Congo (Brazzaville),CG,-0.0067,15.6181,Africa/Brazzaville,20038
Loudima Poste,Congo (Brazzaville),CG,-4.1122,13.06,Africa/Brazzaville,19884
Mossendjo,Congo (Brazzaville),CG,-2.9453,12.7156,Africa/Brazzaville,15003
Boloso,Congo (Brazzaville),CG,2.0333,15.2,Africa/Brazzaville,12244
Kinkala,Congo (Brazzaville),CG,-4.3567,14.7589,Africa/Brazzaville,12102
Ewo,Congo (Brazzaville),CG,-0.8742,14.8167,Africa/Brazzaville,11457
Zürich,Switzerland,CH,47.3744,8.5411,Europe/Zurich,452421
Geneva,Switzerland,CH,46.2,6.15,Europe/Zurich,209061
Basel,Switzerland,CH,47.5606,7.5906,Europe/Zurich,176329
Lausanne,Switzerland,CH,46.5333,6.6333,Europe/Zurich,144873
Bern,Switzerland,CH,46.948,7.4474,Europe/Zurich,136988
Winterthur,Switzerland,CH,47.4992,8.7267,Europe/Zurich,120376
Lucerne,Switzerland,CH,47.0523,8.3059,Europe/Zurich,86234
Sankt Gallen,Switzerland,CH,47.4233,9.3772,Europe/Zurich,78863
Lugano,Switzerland,CH,46.0103,8.9625,Europe/Zurich,63495
Biel/Bienne,Switzerland,CH,47.1372,7.2472,Europe/Zurich,55932
Neuchâtel,Switzerland,CH,46.9903,6.9306,Europe/Zurich,45309
Bellinzona,Switzerland,CH,46.1956,9.0238,Europe/Zurich,45305
Thun,Switzerland,CH,46.759,7.63,Europe/Zurich,43905
Köniz,Switzerland,CH,46.925,7.4153,Europe/Zurich,42958
Chur,Switzerland,CH,46.8521,9.5297,Europe/Zurich,39177
Fribourg,Switzerland,CH,46.8,7.15,Europe/Zurich,39151
La Chaux-de-Fonds,Switzerland,CH,47.0996,6.8296,Europe/Zurich,38965
Schaffhausen,Switzerland,CH,47.6965,8.6339,Europe/Zurich,38964
Sion,Switzerland,CH,46.2304,7.3661,Europe/Zurich,37154
Uster,Switzerland,CH,47.3492,8.7192,Europe/Zurich,36791
Vernier,Switzerland,CH,46.2,6.1,Europe/Zurich,34774
Zug,Switzerland,CH,47.1681,8.5169,Europe/Zurich,32122
Landecy,Switzerland,CH,46.1446,6.1294,Europe/Zurich,31942
Yverdon-les-Bains,Switzerland,CH,46.7785,6.6408,Europe/Zurich,30292
Emmen,Switzerland,CH,47.0772,8.3,Europe/Zurich,29292
Abidjan,Côte d’Ivoire,CI,5.3364,-4.0267,Africa/Abidjan,5616633
Yopougon,Côte d’Ivoire,CI,5.3347,-4.07,Africa/Abidjan,1571065
Abobo,Côte d’Ivoire,CI,5.4189,-4.0206,Africa/Abidjan,1340083
Bouaké,Côte d’Ivoire,CI,7.6833,-5.0331,Africa/Abidjan,740000
Cocody,Côte d’Ivoire,CI,5.35,-3.9667,Africa/Abidjan,692583
Port-Bouët,Côte d’Ivoire,CI,5.2667,-3.9,Africa/Abidjan,618795
Korhogo,Côte d’Ivoire,CI,9.4578,-5.6294,Africa/Abidjan,440926
Daloa,Côte d’Ivoire,CI,6.8667,-6.45,Africa/Abidjan,421879
Koumassi,Côte d’Ivoire,CI,5.3,-3.95,Africa/Abidjan,412282
San-Pédro,Côte d’Ivoire,CI,4.7333,-6.6333,Africa/Abidjan,390654
Adjamé,Côte d’Ivoire,CI,5.3648,-4.0237,Africa/Abidjan,340892
Yamoussoukro,Côte d’Ivoire,CI,6.8161,-5.2742,Africa/Abidjan,340234
Attiecoubé,Côte d’Ivoire,CI,5.3453,-4.035,Africa/Abidjan,313135
Divo,Côte d’Ivoire,CI,5.8372,-5.3572,Africa/Abidjan,294559
Gagnoa,Côte d’Ivoire,CI,6.1333,-5.9333,Africa/Abidjan,277044
Soubré,Côte d’Ivoire,CI,5.7836,-6.5939,Africa/Abidjan,272773
Man,Côte d’Ivoire,CI,7.4125,-7.5536,Africa/Abidjan,241969
Duekoué,Côte d’Ivoire,CI,6.7348,-7.3375,Africa/Abidjan,220953
Marcory,Côte d’Ivoire,CI,5.3,-3.9833,Africa/Abidjan,214061
Bouaflé,Côte d’Ivoire,CI,6.9903,-5.7442,Africa/Abidjan,213967
Bingerville,Côte d’Ivoire,CI,5.35,-3.9,Africa/Abidjan,204656
Guiglo,Côte d’Ivoire,CI,6.5436,-7.4933,Africa/Abidjan,171454
Abengourou,Côte d’Ivoire,CI,6.7297,-3.4964,Africa/Abidjan,164424
Ferkessédougou,Côte d’Ivoire,CI,9.5928,-5.1944,Africa/Abidjan,160267
Adzopé,Côte d’Ivoire,CI,6.1035,-3.8648,Africa/Abidjan,156488
Avarua,Cook Islands,CK,-21.207,-159.771,Pacific/Rarotonga,4798
Santiago,Chile,CL,-33.4375,-70.65,America/Santiago,7171000
Valparaíso,Chile,CL,-33.0461,-71.6197,America/Santiago,952000
Concepción,Chile,CL,-36.82,-73.0445,America/Santiago,719944
Puente Alto,Chile,CL,-33.6167,-70.5833,America/Santiago,573935
Maipú,Chile,CL,-33.5167,-70.7667,America/Santiago,521627
La Serena,Chile,CL,-29.9027,-71.252,America/Santiago,401938
La Florida,Chile,CL,-33.55,-70.5667,America/Santiago,366916
Antofagasta,Chile,CL,-23.6464,-70.3981,America/Santiago,348517
Viña del Mar,Chile,CL,-33.0245,-71.5518,America/Santiago,332875
San Bernardo,Chile,CL,-33.6,-70.7167,America/Santiago,301313
Las Condes,Chile,CL,-33.4167,-70.5833,America/Santiago,294838
Temuco,Chile,CL,-38.7399,-72.5901,America/Santiago,282415
Talcahuano,Chile,CL,-36.7145,-73.1141,America/Santiago,270000
Osorno,Chile,CL,-40.5739,-73.1336,America/Santiago,249728
Talca,Chile,CL,-35.4269,-71.6656,America/Santiago,232131
